date,sku_id,style,size,city,channel_id,units_sold,gross_sales_inr,discount_pct
2026-02-27,BST-BLK-41,Boston,41,Pune,STORE,1,9990,0
2026-02-27,BST-BLK-37,Boston,37,Mumbai,STORE,3,29970,0
2026-02-27,ZUR-GRY-39,Zurich,39,Pune,STORE,2,17980,0
2026-02-27,MAY-WHT-46,Mayari,46,Chennai,D2C,1,7490,0
2026-02-27,MAY-WHT-41,Mayari,41,Kochi,STORE,1,7490,15
2026-02-27,EVA-BLK-37,Arizona EVA,37,Goa,STORE,1,4490,0
2026-02-27,ZUR-GRY-46,Zurich,46,Goa,NYK,1,8990,0
2026-02-27,BST-TAU-45,Boston,45,Ahmedabad,STORE,4,39960,0
2026-02-27,EVA-BLK-42,Arizona EVA,42,Chandigarh,STORE,1,4490,0
2026-02-27,ARZ-BLK-36,Arizona,36,Hyderabad,STORE,3,20970,0
2026-02-27,BST-TAU-39,Boston,39,Delhi NCR,STORE,2,19980,0
2026-02-27,MAD-BRN-37,Madrid,37,Hyderabad,D2C,1,5490,5
2026-02-27,MIL-BRN-40,Milano,40,Kolkata,D2C,1,8490,5
2026-02-27,BST-BLK-38,Boston,38,Mumbai,D2C,2,19980,0
2026-02-27,ZUR-GRY-45,Zurich,45,Kochi,AMZ,1,8990,0
2026-02-27,ARZ-MOC-40,Arizona,40,Goa,STORE,1,6990,0
2026-02-27,ARZ-MOC-37,Arizona,37,Chennai,D2C,2,13980,0
2026-02-27,BST-TAU-42,Boston,42,Ahmedabad,STORE,4,39960,0
2026-02-27,BST-TAU-40,Boston,40,Ahmedabad,D2C,2,19980,0
2026-02-27,MAD-BRN-38,Madrid,38,Kochi,STORE,1,5490,0
2026-02-27,ARZ-BLK-43,Arizona,43,Mumbai,NYK,2,13980,5
2026-02-27,BST-TAU-46,Boston,46,Bengaluru,STORE,5,49950,0
2026-02-27,MAY-WHT-43,Mayari,43,Kochi,STORE,1,7490,15
2026-02-27,EVA-BLK-45,Arizona EVA,45,Chennai,STORE,2,8980,5
2026-02-27,GIZ-BLK-42,Gizeh,42,Chandigarh,STORE,2,11980,0
2026-02-27,ARZ-MOC-46,Arizona,46,Mumbai,MYN,2,13980,0
2026-02-27,BST-BLK-42,Boston,42,Bengaluru,D2C,1,9990,0
2026-02-27,GIZ-BLK-38,Gizeh,38,Kolkata,MYN,2,11980,0
2026-02-28,ARZ-MOC-40,Arizona,40,Chandigarh,MYN,3,20970,0
2026-02-28,ARZ-MOC-41,Arizona,41,Bengaluru,STORE,2,13980,0
2026-02-28,ARZ-BLK-39,Arizona,39,Chennai,STORE,4,27960,0
2026-02-28,EVA-BLK-41,Arizona EVA,41,Pune,NYK,1,4490,15
2026-02-28,MAD-BRN-38,Madrid,38,Pune,STORE,2,10980,10
2026-02-28,ARZ-MOC-45,Arizona,45,Kochi,STORE,2,13980,0
2026-02-28,ZUR-GRY-41,Zurich,41,Goa,D2C,1,8990,0
2026-02-28,ARZ-BLK-40,Arizona,40,Mumbai,NYK,4,27960,0
2026-02-28,EVA-BLK-46,Arizona EVA,46,Lucknow,STORE,2,8980,0
2026-02-28,GIZ-BLK-36,Gizeh,36,Pune,D2C,2,11980,0
2026-02-28,MAD-BRN-42,Madrid,42,Mumbai,D2C,1,5490,0
2026-02-28,MAY-WHT-40,Mayari,40,Kochi,MYN,2,14980,10
2026-02-28,MIL-BRN-43,Milano,43,Chennai,STORE,1,8490,0
2026-02-28,MIL-BRN-36,Milano,36,Mumbai,STORE,1,8490,15
2026-02-28,ARZ-BLK-38,Arizona,38,Kolkata,STORE,3,20970,0
2026-02-28,BST-TAU-43,Boston,43,Chennai,D2C,1,9990,0
2026-02-28,BST-BLK-43,Boston,43,Goa,AMZ,4,39960,0
2026-02-28,ZUR-GRY-37,Zurich,37,Pune,STORE,1,8990,10
2026-02-28,BST-BLK-44,Boston,44,Jaipur,D2C,3,29970,0
2026-02-28,ARZ-BLK-37,Arizona,37,Kolkata,STORE,2,13980,0
2026-02-28,MAY-WHT-38,Mayari,38,Hyderabad,STORE,3,22470,15
2026-02-28,ARZ-MOC-37,Arizona,37,Ahmedabad,D2C,3,20970,5
2026-02-28,MAY-WHT-42,Mayari,42,Delhi NCR,STORE,1,7490,0
2026-02-28,GIZ-BLK-45,Gizeh,45,Pune,STORE,4,23960,0
2026-02-28,MAY-WHT-39,Mayari,39,Pune,D2C,1,7490,0
2026-02-28,BST-BLK-36,Boston,36,Pune,AMZ,2,19980,0
2026-02-28,BST-BLK-38,Boston,38,Delhi NCR,MYN,3,29970,0
2026-02-28,ZUR-GRY-36,Zurich,36,Ahmedabad,AMZ,3,26970,5
2026-03-01,ZUR-GRY-46,Zurich,46,Chandigarh,D2C,4,35960,0
2026-03-01,ZUR-GRY-40,Zurich,40,Chennai,D2C,3,26970,0
2026-03-01,MIL-BRN-43,Milano,43,Bengaluru,STORE,2,16980,0
2026-03-01,GIZ-BLK-41,Gizeh,41,Delhi NCR,MYN,4,23960,0
2026-03-01,BST-TAU-38,Boston,38,Chennai,AMZ,1,9990,0
2026-03-01,EVA-BLK-45,Arizona EVA,45,Kochi,STORE,1,4490,0
2026-03-01,ARZ-MOC-37,Arizona,37,Kochi,D2C,1,6990,0
2026-03-01,MIL-BRN-39,Milano,39,Jaipur,STORE,3,25470,0
2026-03-01,ARZ-BLK-41,Arizona,41,Chandigarh,NYK,1,6990,5
2026-03-01,ZUR-GRY-36,Zurich,36,Chennai,STORE,3,26970,5
2026-03-01,BST-TAU-43,Boston,43,Pune,MYN,3,29970,5
2026-03-01,ARZ-MOC-45,Arizona,45,Chennai,NYK,3,20970,5
2026-03-01,ZUR-GRY-37,Zurich,37,Bengaluru,D2C,5,44950,0
2026-03-01,BST-TAU-45,Boston,45,Chandigarh,D2C,3,29970,0
2026-03-01,ARZ-MOC-40,Arizona,40,Lucknow,AMZ,2,13980,0
2026-03-01,GIZ-BLK-43,Gizeh,43,Jaipur,STORE,3,17970,0
2026-03-01,MAD-BRN-41,Madrid,41,Hyderabad,STORE,3,16470,0
2026-03-01,ARZ-BLK-43,Arizona,43,Pune,STORE,4,27960,0
2026-03-01,ZUR-GRY-45,Zurich,45,Kolkata,STORE,2,17980,10
2026-03-01,GIZ-BLK-38,Gizeh,38,Jaipur,STORE,1,5990,0
2026-03-01,BST-BLK-42,Boston,42,Kolkata,D2C,4,39960,0
2026-03-01,GIZ-BLK-40,Gizeh,40,Kochi,STORE,2,11980,5
2026-03-01,GIZ-BLK-44,Gizeh,44,Bengaluru,STORE,3,17970,5
2026-03-01,MAD-BRN-46,Madrid,46,Hyderabad,STORE,2,10980,5
2026-03-01,BST-TAU-46,Boston,46,Jaipur,STORE,3,29970,0
2026-03-01,BST-BLK-40,Boston,40,Kolkata,MYN,3,29970,0
2026-03-01,BST-BLK-38,Boston,38,Pune,D2C,4,39960,0
2026-03-01,MIL-BRN-44,Milano,44,Goa,MYN,2,16980,15
2026-03-02,MIL-BRN-42,Milano,42,Lucknow,STORE,2,16980,0
2026-03-02,EVA-BLK-42,Arizona EVA,42,Goa,STORE,1,4490,15
2026-03-02,GIZ-BLK-45,Gizeh,45,Lucknow,STORE,5,29950,0
2026-03-02,ARZ-BLK-41,Arizona,41,Pune,D2C,2,13980,0
2026-03-02,MIL-BRN-43,Milano,43,Mumbai,AMZ,1,8490,0
2026-03-02,BST-BLK-41,Boston,41,Hyderabad,MYN,2,19980,0
2026-03-02,BST-BLK-38,Boston,38,Bengaluru,STORE,2,19980,0
2026-03-02,MAD-BRN-42,Madrid,42,Chandigarh,STORE,2,10980,15
2026-03-02,ZUR-GRY-46,Zurich,46,Chandigarh,D2C,1,8990,0
2026-03-02,ARZ-MOC-39,Arizona,39,Goa,NYK,5,34950,0
2026-03-02,BST-BLK-37,Boston,37,Kolkata,STORE,1,9990,5
2026-03-02,ARZ-BLK-40,Arizona,40,Chandigarh,STORE,3,20970,0
2026-03-02,GIZ-BLK-37,Gizeh,37,Kochi,STORE,2,11980,5
2026-03-02,MAD-BRN-40,Madrid,40,Kochi,D2C,3,16470,0
2026-03-02,ARZ-MOC-42,Arizona,42,Mumbai,AMZ,1,6990,0
2026-03-02,GIZ-BLK-38,Gizeh,38,Kolkata,STORE,1,5990,0
2026-03-02,ARZ-BLK-38,Arizona,38,Ahmedabad,NYK,1,6990,0
2026-03-02,ARZ-BLK-46,Arizona,46,Chennai,STORE,2,13980,0
2026-03-02,ZUR-GRY-36,Zurich,36,Chennai,D2C,2,17980,0
2026-03-02,GIZ-BLK-39,Gizeh,39,Lucknow,STORE,2,11980,0
2026-03-02,BST-BLK-39,Boston,39,Mumbai,MYN,1,9990,0
2026-03-02,MAY-WHT-38,Mayari,38,Ahmedabad,D2C,1,7490,0
2026-03-03,ARZ-BLK-44,Arizona,44,Chennai,STORE,1,6990,0
2026-03-03,BST-TAU-39,Boston,39,Mumbai,STORE,4,39960,5
2026-03-03,BST-TAU-41,Boston,41,Ahmedabad,AMZ,2,19980,0
2026-03-03,ZUR-GRY-43,Zurich,43,Delhi NCR,D2C,2,17980,0
2026-03-03,BST-BLK-42,Boston,42,Kochi,STORE,2,19980,0
2026-03-03,ZUR-GRY-42,Zurich,42,Pune,D2C,3,26970,5
2026-03-03,ARZ-BLK-38,Arizona,38,Hyderabad,D2C,1,6990,0
2026-03-03,ARZ-MOC-43,Arizona,43,Hyderabad,D2C,3,20970,0
2026-03-03,BST-TAU-40,Boston,40,Bengaluru,STORE,3,29970,0
2026-03-03,MAD-BRN-42,Madrid,42,Kolkata,STORE,1,5490,15
2026-03-03,BST-BLK-41,Boston,41,Chandigarh,D2C,1,9990,0
2026-03-03,BST-TAU-43,Boston,43,Mumbai,D2C,6,59940,0
2026-03-03,BST-TAU-36,Boston,36,Ahmedabad,STORE,2,19980,0
2026-03-03,MAD-BRN-36,Madrid,36,Lucknow,MYN,3,16470,0
2026-03-03,MAY-WHT-43,Mayari,43,Kolkata,STORE,1,7490,0
2026-03-03,ZUR-GRY-39,Zurich,39,Pune,STORE,2,17980,10
2026-03-03,EVA-BLK-39,Arizona EVA,39,Bengaluru,STORE,2,8980,15
2026-03-03,BST-BLK-38,Boston,38,Lucknow,STORE,2,19980,0
2026-03-03,BST-BLK-39,Boston,39,Chandigarh,D2C,2,19980,0
2026-03-03,ARZ-MOC-37,Arizona,37,Goa,STORE,1,6990,5
2026-03-03,MAY-WHT-40,Mayari,40,Jaipur,MYN,1,7490,0
2026-03-03,ARZ-BLK-36,Arizona,36,Chandigarh,AMZ,2,13980,0
2026-03-03,ARZ-MOC-36,Arizona,36,Bengaluru,STORE,1,6990,5
2026-03-03,GIZ-BLK-40,Gizeh,40,Kolkata,NYK,2,11980,0
2026-03-03,GIZ-BLK-37,Gizeh,37,Kochi,STORE,3,17970,0
2026-03-03,ZUR-GRY-36,Zurich,36,Goa,STORE,1,8990,15
2026-03-04,BST-BLK-43,Boston,43,Chennai,D2C,2,19980,0
2026-03-04,MAD-BRN-43,Madrid,43,Delhi NCR,D2C,2,10980,0
2026-03-04,BST-TAU-42,Boston,42,Hyderabad,NYK,2,19980,0
2026-03-04,ARZ-BLK-45,Arizona,45,Goa,STORE,2,13980,0
2026-03-04,MIL-BRN-44,Milano,44,Pune,STORE,3,25470,0
2026-03-04,ARZ-BLK-42,Arizona,42,Goa,STORE,2,13980,0
2026-03-04,ARZ-MOC-43,Arizona,43,Chennai,D2C,2,13980,0
2026-03-04,ARZ-BLK-38,Arizona,38,Ahmedabad,STORE,4,27960,0
2026-03-04,BST-BLK-39,Boston,39,Mumbai,STORE,1,9990,0
2026-03-04,EVA-BLK-38,Arizona EVA,38,Goa,AMZ,3,13470,5
2026-03-04,BST-BLK-36,Boston,36,Hyderabad,STORE,2,19980,0
2026-03-04,EVA-BLK-43,Arizona EVA,43,Jaipur,STORE,1,4490,0
2026-03-04,ZUR-GRY-38,Zurich,38,Delhi NCR,D2C,1,8990,0
2026-03-04,ARZ-BLK-37,Arizona,37,Jaipur,STORE,3,20970,5
2026-03-04,MAD-BRN-39,Madrid,39,Jaipur,MYN,3,16470,0
2026-03-04,ARZ-MOC-38,Arizona,38,Goa,D2C,2,13980,0
2026-03-04,MAY-WHT-42,Mayari,42,Delhi NCR,STORE,4,29960,5
2026-03-04,ARZ-BLK-44,Arizona,44,Pune,STORE,2,13980,0
2026-03-04,ARZ-MOC-42,Arizona,42,Mumbai,STORE,1,6990,0
2026-03-04,MAY-WHT-46,Mayari,46,Delhi NCR,AMZ,1,7490,15
2026-03-04,BST-BLK-38,Boston,38,Mumbai,MYN,3,29970,0
2026-03-04,ZUR-GRY-42,Zurich,42,Chennai,STORE,2,17980,0
2026-03-04,ARZ-BLK-43,Arizona,43,Delhi NCR,D2C,3,20970,5
2026-03-04,BST-TAU-37,Boston,37,Pune,D2C,5,49950,0
2026-03-04,GIZ-BLK-38,Gizeh,38,Bengaluru,STORE,1,5990,0
2026-03-04,ARZ-MOC-37,Arizona,37,Mumbai,MYN,2,13980,0
2026-03-05,EVA-BLK-44,Arizona EVA,44,Kochi,STORE,2,8980,0
2026-03-05,BST-BLK-45,Boston,45,Pune,AMZ,3,29970,0
2026-03-05,GIZ-BLK-40,Gizeh,40,Lucknow,MYN,2,11980,0
2026-03-05,ARZ-MOC-44,Arizona,44,Pune,NYK,3,20970,0
2026-03-05,BST-BLK-43,Boston,43,Goa,STORE,2,19980,0
2026-03-05,MAD-BRN-41,Madrid,41,Mumbai,STORE,1,5490,0
2026-03-05,GIZ-BLK-36,Gizeh,36,Chennai,D2C,2,11980,5
2026-03-05,ARZ-BLK-37,Arizona,37,Chennai,MYN,2,13980,0
2026-03-05,BST-BLK-37,Boston,37,Chandigarh,STORE,1,9990,0
2026-03-05,ARZ-MOC-46,Arizona,46,Mumbai,STORE,2,13980,5
2026-03-05,BST-TAU-36,Boston,36,Lucknow,STORE,1,9990,0
2026-03-05,BST-BLK-42,Boston,42,Kolkata,STORE,4,39960,0
2026-03-05,BST-BLK-36,Boston,36,Chennai,STORE,2,19980,0
2026-03-05,GIZ-BLK-41,Gizeh,41,Mumbai,STORE,1,5990,0
2026-03-05,MAY-WHT-45,Mayari,45,Lucknow,STORE,2,14980,5
2026-03-05,ZUR-GRY-43,Zurich,43,Chandigarh,STORE,1,8990,10
2026-03-05,MIL-BRN-43,Milano,43,Ahmedabad,STORE,2,16980,0
2026-03-05,ZUR-GRY-36,Zurich,36,Jaipur,D2C,1,8990,15
2026-03-05,GIZ-BLK-45,Gizeh,45,Pune,STORE,3,17970,0
2026-03-05,ARZ-MOC-39,Arizona,39,Mumbai,STORE,1,6990,0
2026-03-05,ZUR-GRY-39,Zurich,39,Delhi NCR,D2C,1,8990,5
2026-03-05,ARZ-MOC-38,Arizona,38,Ahmedabad,D2C,2,13980,0
2026-03-05,ARZ-MOC-45,Arizona,45,Delhi NCR,STORE,3,20970,0
2026-03-05,MAD-BRN-44,Madrid,44,Ahmedabad,STORE,2,10980,0
2026-03-05,MIL-BRN-38,Milano,38,Goa,STORE,1,8490,15
2026-03-06,ARZ-MOC-45,Arizona,45,Lucknow,D2C,3,20970,0
2026-03-06,EVA-BLK-39,Arizona EVA,39,Jaipur,D2C,3,13470,0
2026-03-06,BST-TAU-36,Boston,36,Kolkata,D2C,3,29970,5
2026-03-06,MAY-WHT-40,Mayari,40,Chandigarh,STORE,2,14980,0
2026-03-06,ZUR-GRY-45,Zurich,45,Kochi,STORE,3,26970,0
2026-03-06,BST-BLK-41,Boston,41,Chandigarh,STORE,3,29970,0
2026-03-06,BST-BLK-36,Boston,36,Bengaluru,D2C,2,19980,0
2026-03-06,BST-TAU-40,Boston,40,Ahmedabad,STORE,1,9990,0
2026-03-06,ARZ-BLK-37,Arizona,37,Pune,D2C,3,20970,0
2026-03-06,ARZ-MOC-44,Arizona,44,Jaipur,STORE,3,20970,0
2026-03-06,ARZ-MOC-39,Arizona,39,Chandigarh,MYN,4,27960,0
2026-03-06,GIZ-BLK-38,Gizeh,38,Mumbai,STORE,1,5990,0
2026-03-06,MAD-BRN-38,Madrid,38,Bengaluru,MYN,2,10980,10
2026-03-06,EVA-BLK-43,Arizona EVA,43,Bengaluru,STORE,2,8980,10
2026-03-06,MAD-BRN-43,Madrid,43,Ahmedabad,MYN,2,10980,15
2026-03-06,MAY-WHT-38,Mayari,38,Chandigarh,STORE,3,22470,0
2026-03-06,BST-TAU-42,Boston,42,Lucknow,NYK,3,29970,0
2026-03-06,BST-TAU-39,Boston,39,Kochi,STORE,2,19980,0
2026-03-06,GIZ-BLK-46,Gizeh,46,Pune,STORE,2,11980,5
2026-03-06,MAD-BRN-40,Madrid,40,Chennai,AMZ,2,10980,15
2026-03-06,BST-BLK-38,Boston,38,Kochi,MYN,2,19980,5
2026-03-06,ARZ-BLK-42,Arizona,42,Hyderabad,AMZ,2,13980,0
2026-03-07,BST-BLK-43,Boston,43,Chennai,STORE,4,39960,5
2026-03-07,EVA-BLK-44,Arizona EVA,44,Mumbai,STORE,3,13470,5
2026-03-07,MIL-BRN-42,Milano,42,Kolkata,STORE,2,16980,15
2026-03-07,ZUR-GRY-39,Zurich,39,Kochi,STORE,2,17980,15
2026-03-07,GIZ-BLK-45,Gizeh,45,Kochi,STORE,4,23960,5
2026-03-07,ARZ-BLK-36,Arizona,36,Pune,NYK,1,6990,0
2026-03-07,ZUR-GRY-38,Zurich,38,Chennai,STORE,2,17980,0
2026-03-07,ZUR-GRY-37,Zurich,37,Chandigarh,STORE,2,17980,0
2026-03-07,MIL-BRN-39,Milano,39,Ahmedabad,STORE,1,8490,0
2026-03-07,MAD-BRN-44,Madrid,44,Goa,STORE,2,10980,10
2026-03-07,ARZ-BLK-40,Arizona,40,Pune,STORE,4,27960,0
2026-03-07,GIZ-BLK-41,Gizeh,41,Hyderabad,STORE,1,5990,0
2026-03-07,BST-BLK-38,Boston,38,Ahmedabad,STORE,3,29970,0
2026-03-07,MIL-BRN-46,Milano,46,Kochi,STORE,1,8490,10
2026-03-07,BST-TAU-45,Boston,45,Goa,D2C,2,19980,5
2026-03-07,GIZ-BLK-39,Gizeh,39,Delhi NCR,MYN,3,17970,0
2026-03-07,MIL-BRN-38,Milano,38,Bengaluru,STORE,1,8490,5
2026-03-07,BST-BLK-39,Boston,39,Mumbai,AMZ,3,29970,0
2026-03-07,MAD-BRN-40,Madrid,40,Hyderabad,STORE,1,5490,15
2026-03-07,EVA-BLK-46,Arizona EVA,46,Chandigarh,STORE,1,4490,0
2026-03-07,MAY-WHT-40,Mayari,40,Lucknow,STORE,1,7490,0
2026-03-07,ZUR-GRY-40,Zurich,40,Jaipur,STORE,2,17980,0
2026-03-07,ARZ-BLK-43,Arizona,43,Kolkata,MYN,3,20970,0
2026-03-08,ARZ-BLK-46,Arizona,46,Lucknow,STORE,3,20970,5
2026-03-08,ARZ-MOC-44,Arizona,44,Kochi,STORE,2,13980,0
2026-03-08,BST-BLK-41,Boston,41,Chandigarh,MYN,1,9990,5
2026-03-08,EVA-BLK-43,Arizona EVA,43,Pune,AMZ,3,13470,0
2026-03-08,EVA-BLK-41,Arizona EVA,41,Kolkata,D2C,2,8980,0
2026-03-08,BST-TAU-40,Boston,40,Chandigarh,D2C,4,39960,0
2026-03-08,EVA-BLK-40,Arizona EVA,40,Bengaluru,STORE,1,4490,0
2026-03-08,MIL-BRN-37,Milano,37,Hyderabad,MYN,3,25470,15
2026-03-08,EVA-BLK-44,Arizona EVA,44,Chandigarh,STORE,1,4490,10
2026-03-08,EVA-BLK-37,Arizona EVA,37,Kolkata,STORE,1,4490,0
2026-03-08,ARZ-MOC-36,Arizona,36,Pune,STORE,2,13980,0
2026-03-08,ARZ-MOC-42,Arizona,42,Mumbai,STORE,1,6990,0
2026-03-08,MIL-BRN-41,Milano,41,Kochi,STORE,1,8490,5
2026-03-08,BST-BLK-43,Boston,43,Kolkata,STORE,1,9990,0
2026-03-08,MAY-WHT-38,Mayari,38,Ahmedabad,STORE,1,7490,0
2026-03-08,ARZ-BLK-44,Arizona,44,Goa,STORE,3,20970,0
2026-03-08,BST-TAU-42,Boston,42,Hyderabad,STORE,1,9990,0
2026-03-08,MAD-BRN-36,Madrid,36,Pune,STORE,2,10980,0
2026-03-08,GIZ-BLK-41,Gizeh,41,Chandigarh,MYN,3,17970,0
2026-03-08,MAY-WHT-44,Mayari,44,Hyderabad,STORE,2,14980,0
2026-03-08,BST-BLK-39,Boston,39,Delhi NCR,D2C,1,9990,5
2026-03-08,BST-TAU-38,Boston,38,Chandigarh,STORE,2,19980,0
2026-03-08,ZUR-GRY-37,Zurich,37,Pune,STORE,1,8990,15
2026-03-08,EVA-BLK-36,Arizona EVA,36,Kolkata,STORE,3,13470,15
2026-03-08,EVA-BLK-38,Arizona EVA,38,Kochi,D2C,1,4490,5
2026-03-08,GIZ-BLK-36,Gizeh,36,Bengaluru,STORE,2,11980,0
2026-03-08,MIL-BRN-44,Milano,44,Kolkata,STORE,1,8490,5
2026-03-08,EVA-BLK-46,Arizona EVA,46,Kochi,NYK,1,4490,5
2026-03-09,EVA-BLK-46,Arizona EVA,46,Lucknow,D2C,2,8980,5
2026-03-09,MIL-BRN-46,Milano,46,Goa,STORE,1,8490,10
2026-03-09,MAY-WHT-37,Mayari,37,Pune,NYK,1,7490,5
2026-03-09,ARZ-BLK-44,Arizona,44,Chandigarh,D2C,5,34950,0
2026-03-09,ARZ-MOC-45,Arizona,45,Chandigarh,STORE,2,13980,0
2026-03-09,MAD-BRN-43,Madrid,43,Chandigarh,STORE,3,16470,15
2026-03-09,ARZ-BLK-42,Arizona,42,Bengaluru,STORE,1,6990,0
2026-03-09,BST-BLK-42,Boston,42,Lucknow,AMZ,2,19980,0
2026-03-09,EVA-BLK-40,Arizona EVA,40,Chennai,STORE,2,8980,10
2026-03-09,GIZ-BLK-39,Gizeh,39,Ahmedabad,D2C,1,5990,0
2026-03-09,MAY-WHT-39,Mayari,39,Mumbai,MYN,1,7490,0
2026-03-09,MIL-BRN-45,Milano,45,Ahmedabad,STORE,2,16980,0
2026-03-09,BST-BLK-37,Boston,37,Goa,NYK,1,9990,0
2026-03-09,BST-BLK-44,Boston,44,Chandigarh,STORE,3,29970,0
2026-03-09,EVA-BLK-44,Arizona EVA,44,Chennai,AMZ,3,13470,0
2026-03-09,ARZ-BLK-38,Arizona,38,Ahmedabad,STORE,3,20970,0
2026-03-09,ZUR-GRY-42,Zurich,42,Chennai,MYN,2,17980,0
2026-03-09,ARZ-BLK-45,Arizona,45,Ahmedabad,D2C,1,6990,0
2026-03-09,MAD-BRN-38,Madrid,38,Jaipur,D2C,1,5490,15
2026-03-09,MAY-WHT-46,Mayari,46,Chennai,STORE,2,14980,10
2026-03-09,ARZ-MOC-42,Arizona,42,Bengaluru,STORE,1,6990,0
2026-03-09,BST-BLK-39,Boston,39,Chennai,MYN,3,29970,0
2026-03-09,ARZ-MOC-37,Arizona,37,Goa,NYK,1,6990,0
2026-03-10,ARZ-BLK-37,Arizona,37,Ahmedabad,STORE,3,20970,0
2026-03-10,ZUR-GRY-45,Zurich,45,Bengaluru,STORE,2,17980,15
2026-03-10,ARZ-MOC-39,Arizona,39,Kolkata,STORE,2,13980,0
2026-03-10,BST-BLK-45,Boston,45,Delhi NCR,STORE,3,29970,0
2026-03-10,MAD-BRN-37,Madrid,37,Delhi NCR,STORE,2,10980,0
2026-03-10,MAD-BRN-38,Madrid,38,Chandigarh,STORE,2,10980,10
2026-03-10,BST-BLK-40,Boston,40,Chandigarh,STORE,2,19980,0
2026-03-10,GIZ-BLK-44,Gizeh,44,Chandigarh,D2C,3,17970,5
2026-03-10,GIZ-BLK-41,Gizeh,41,Chandigarh,STORE,3,17970,0
2026-03-10,ARZ-MOC-42,Arizona,42,Kolkata,D2C,3,20970,0
2026-03-10,EVA-BLK-44,Arizona EVA,44,Bengaluru,D2C,4,17960,0
2026-03-10,MIL-BRN-37,Milano,37,Pune,STORE,1,8490,0
2026-03-10,ZUR-GRY-37,Zurich,37,Hyderabad,STORE,1,8990,0
2026-03-10,MAD-BRN-43,Madrid,43,Goa,STORE,1,5490,0
2026-03-10,MIL-BRN-43,Milano,43,Pune,STORE,1,8490,0
2026-03-10,BST-BLK-43,Boston,43,Bengaluru,MYN,2,19980,0
2026-03-10,GIZ-BLK-46,Gizeh,46,Chennai,MYN,2,11980,0
2026-03-10,BST-BLK-46,Boston,46,Delhi NCR,STORE,2,19980,0
2026-03-10,MIL-BRN-39,Milano,39,Jaipur,NYK,1,8490,0
2026-03-10,ARZ-MOC-41,Arizona,41,Kolkata,STORE,2,13980,5
2026-03-10,ZUR-GRY-40,Zurich,40,Pune,STORE,3,26970,0
2026-03-10,ZUR-GRY-41,Zurich,41,Ahmedabad,NYK,2,17980,0
2026-03-10,ARZ-MOC-44,Arizona,44,Ahmedabad,D2C,3,20970,0
2026-03-10,BST-BLK-36,Boston,36,Kochi,MYN,1,9990,0
2026-03-10,EVA-BLK-43,Arizona EVA,43,Bengaluru,MYN,2,8980,10
2026-03-10,MAY-WHT-41,Mayari,41,Jaipur,STORE,2,14980,5
2026-03-10,ZUR-GRY-39,Zurich,39,Lucknow,AMZ,1,8990,0
2026-03-10,GIZ-BLK-43,Gizeh,43,Bengaluru,STORE,3,17970,0
2026-03-11,GIZ-BLK-39,Gizeh,39,Ahmedabad,AMZ,3,17970,0
2026-03-11,GIZ-BLK-43,Gizeh,43,Lucknow,D2C,4,23960,0
2026-03-11,MAY-WHT-42,Mayari,42,Mumbai,MYN,2,14980,5
2026-03-11,ARZ-MOC-38,Arizona,38,Lucknow,MYN,2,13980,0
2026-03-11,ARZ-BLK-41,Arizona,41,Delhi NCR,AMZ,3,20970,5
2026-03-11,ZUR-GRY-43,Zurich,43,Pune,STORE,1,8990,10
2026-03-11,ARZ-BLK-43,Arizona,43,Chandigarh,STORE,3,20970,0
2026-03-11,MIL-BRN-39,Milano,39,Jaipur,AMZ,1,8490,0
2026-03-11,MAY-WHT-38,Mayari,38,Lucknow,STORE,2,14980,0
2026-03-11,MIL-BRN-45,Milano,45,Bengaluru,AMZ,3,25470,0
2026-03-11,ARZ-BLK-44,Arizona,44,Goa,STORE,4,27960,0
2026-03-11,ARZ-MOC-40,Arizona,40,Lucknow,AMZ,4,27960,0
2026-03-11,MAD-BRN-44,Madrid,44,Goa,STORE,3,16470,15
2026-03-11,ARZ-MOC-36,Arizona,36,Kochi,STORE,2,13980,0
2026-03-11,BST-TAU-41,Boston,41,Jaipur,D2C,4,39960,0
2026-03-11,BST-TAU-46,Boston,46,Ahmedabad,D2C,3,29970,0
2026-03-11,ARZ-BLK-36,Arizona,36,Goa,STORE,4,27960,0
2026-03-11,MIL-BRN-40,Milano,40,Bengaluru,STORE,1,8490,15
2026-03-11,ARZ-MOC-43,Arizona,43,Kochi,STORE,2,13980,0
2026-03-11,GIZ-BLK-37,Gizeh,37,Kochi,MYN,4,23960,5
2026-03-11,ARZ-BLK-40,Arizona,40,Hyderabad,D2C,1,6990,0
2026-03-11,ARZ-BLK-38,Arizona,38,Kolkata,STORE,3,20970,0
2026-03-11,GIZ-BLK-44,Gizeh,44,Mumbai,STORE,1,5990,0
2026-03-11,BST-BLK-37,Boston,37,Bengaluru,D2C,1,9990,0
2026-03-11,BST-TAU-36,Boston,36,Jaipur,D2C,3,29970,0
2026-03-11,ZUR-GRY-37,Zurich,37,Delhi NCR,STORE,2,17980,0
2026-03-12,GIZ-BLK-46,Gizeh,46,Lucknow,STORE,2,11980,0
2026-03-12,GIZ-BLK-37,Gizeh,37,Chennai,STORE,1,5990,0
2026-03-12,MAD-BRN-45,Madrid,45,Goa,STORE,1,5490,15
2026-03-12,GIZ-BLK-36,Gizeh,36,Hyderabad,STORE,1,5990,0
